DEPTH,GR7-3,GR7-8,GRA-53
3445.87,51.19,74.11,15.41
3446.37,47.56,73.60,14.40
3446.87,54.25,73.59,14.72
3447.37,52.56,73.69,14.72
3447.87,52.78,73.74,16.32
3448.37,51.88,72.63,16.32
3448.87,50.81,71.68,16.08
3449.37,51.44,71.19,16.08
3449.87,44.88,70.67,16.08
3450.37,44.53,68.91,16.08
3450.87,41.00,66.58,
3451.37,45.28,67.79,15.20
3451.87,46.94,69.25,15.68
3452.37,47.75,70.48,15.68
3452.87,47.94,71.72,16.16
3453.37,47.81,72.95,16.16
3453.87,47.38,73.96,16.16
3454.37,45.91,74.29,16.32
3454.87,43.81,73.59,16.32
3455.37,45.34,73.50,16.96
3455.87,42.31,75.39,16.96
3456.37,40.63,75.76,16.96
3456.87,40.34,75.46,16.96
3457.37,44.28,74.77,
3457.87,47.81,73.44,15.36
3458.37,47.41,73.22,15.36
3458.87,44.75,73.19,15.36
3459.37,43.88,74.24,14.56
3459.87,44.31,73.64,14.56
3460.37,45.78,73.21,14.72
3460.87,47.22,74.17,14.72
3461.37,47.84,75.10,14.72
3461.87,49.53,75.73,14.72
3462.37,45.47,75.71,
3462.87,41.69,75.49,16.80
3463.37,38.94,76.61,16.80
3463.87,40.63,78.01,16.80
3464.37,42.56,77.86,16.00
3464.87,46.97,75.18,16.00
3465.37,42.91,75.71,16.32
3465.87,45.63,76.96,15.44
3466.37,46.78,78.79,15.44
3466.87,48.22,78.37,15.60
3467.37,46.81,77.46,15.60
3467.87,46.28,76.56,15.28
3468.37,49.84,75.91,15.28
3468.87,52.88,75.08,15.28
3469.37,51.84,74.50,16.64
3469.87,53.69,75.14,16.64
3470.37,49.09,75.69,16.64
3470.87,50.06,75.95,14.76
3471.37,47.72,75.93,14.76
3471.87,52.03,75.73,14.76
3472.37,50.31,75.73,14.76
3472.87,45.94,75.58,
3473.37,46.78,74.91,15.20
3473.87,46.69,74.96,15.20
3474.37,55.56,75.22,15.20
3474.87,54.63,74.38,15.20
3475.37,55.56,74.01,15.84
3475.87,53.41,74.22,16.16
3476.37,50.31,74.31,16.16
3476.87,50.28,74.37,16.16
3477.37,50.50,74.29,16.16
3477.87,53.81,74.30,16.16
3478.37,54.69,73.98,16.40
3478.87,53.91,73.97,16.40
3479.37,51.84,73.95,17.12
3479.87,49.56,73.71,15.76
3480.37,45.16,73.53,15.76
3480.87,44.69,73.44,15.76
3481.37,47.91,75.73,15.76
3481.87,45.97,77.06,16.00
3482.37,45.16,77.21,16.00
3482.87,43.06,77.16,16.00
3483.37,47.31,77.16,22.24
3483.87,49.06,77.44,22.24
3484.37,51.97,77.68,20.60
3484.87,53.28,76.73,15.95
3485.37,52.25,76.86,15.95
3485.87,46.53,75.57,15.95
3486.37,46.47,74.18,15.95
3486.87,46.59,72.67,
3487.37,51.06,72.61,14.08
3487.87,52.38,73.97,14.08
3488.37,52.09,75.58,14.08
3488.87,44.59,76.51,14.08
3489.37,43.34,76.49,
3489.87,45.13,76.67,
3490.37,51.28,77.13,
3490.87,51.78,77.19,
3491.37,53.31,76.78,
3491.87,51.94,76.25,
3492.37,46.81,75.42,16.64
3492.87,44.25,74.65,16.64
3493.37,44.69,74.38,16.64
3493.87,51.06,74.44,16.64
3494.37,47.50,74.22,
3494.87,49.47,74.22,14.72
3495.37,46.75,74.24,14.72
3495.87,48.94,74.53,14.72
3496.37,46.09,74.61,14.72
3496.87,46.91,74.85,
3497.37,47.38,74.84,
3497.87,47.41,74.92,
3498.37,44.34,74.65,15.04
3498.87,45.22,73.64,14.08
3499.37,47.94,72.36,14.08
3499.87,49.47,71.52,14.08
3500.37,51.88,72.31,14.08
3500.87,48.63,73.05,
3501.37,50.69,72.67,14.56
3501.87,50.97,72.51,14.56
3502.37,47.88,73.69,13.76
3502.87,47.84,75.08,13.76
3503.37,44.28,76.49,14.72
3503.87,46.53,77.39,14.64
3504.37,43.38,76.45,14.64
3504.87,44.00,75.45,15.12
3505.37,44.09,74.17,15.12
3505.87,41.97,72.90,15.12
3506.37,48.19,72.37,14.80
3506.87,52.06,71.77,14.80
3507.37,57.31,71.40,15.20
3507.87,47.34,72.93,15.20
3508.37,47.84,74.53,15.20
3508.87,47.84,76.50,15.36
3509.37,52.81,76.22,15.36
3509.87,52.31,75.91,14.56
3510.37,51.13,75.92,14.56
3510.87,48.97,75.74,14.56
3511.37,48.66,76.44,15.68
3511.87,46.38,77.58,15.68
3512.37,48.00,78.69,14.88
3512.87,45.66,79.25,14.88
3513.37,49.22,79.18,14.88
3513.87,47.88,78.83,16.72
3514.37,48.28,78.63,16.72
3514.87,49.50,78.48,16.72
3515.37,51.28,77.19,15.84
3515.87,50.03,77.33,15.84
3516.37,47.47,77.38,14.72
3516.87,45.41,76.29,15.04
3517.37,49.41,77.80,15.04
3517.87,47.59,77.72,15.04
3518.37,50.63,77.39,15.04
3518.87,46.69,77.02,15.04
3519.37,51.00,74.10,15.04
3519.87,45.19,73.95,
3520.37,43.31,73.99,
3520.87,43.59,73.55,
3521.37,47.19,73.95,16.04
3521.87,48.59,74.42,16.24
3522.37,49.09,74.76,16.24
3522.87,49.09,75.26,15.36
3523.37,48.50,75.70,15.36
3523.87,47.41,76.21,15.36
3524.37,44.63,76.76,15.36
3524.87,41.94,77.14,
3525.37,43.28,76.95,
3525.87,47.75,75.43,
3526.37,51.84,73.77,
3526.87,51.50,72.19,14.19
3527.37,46.72,70.48,14.19
3527.87,47.19,71.19,14.08
3528.37,49.50,72.93,14.08
3528.87,53.75,74.42,14.08
3529.37,54.09,76.00,14.56
3529.87,53.06,77.45,14.56
3530.37,52.28,77.93,14.56
3530.87,50.09,78.20,13.28
3531.37,47.44,78.20,13.28
3531.87,49.69,78.18,14.67
3532.37,47.09,77.17,14.67
3532.87,44.56,76.18,14.67
3533.37,42.94,74.89,14.40
3533.87,51.06,74.30,14.40
3534.37,52.19,74.07,15.84
3534.87,51.66,75.66,15.84
3535.37,45.25,78.81,15.84
3535.87,43.16,81.38,15.84
3536.37,45.16,81.69,
3536.87,46.91,80.55,16.05
3537.37,47.22,78.92,16.05
3537.87,42.00,77.95,16.05
3538.37,41.72,77.75,16.05
3538.87,44.44,77.94,
3539.37,44.91,78.48,15.57
3539.87,45.75,78.25,15.92
3540.37,44.28,77.42,15.92
3540.87,46.94,76.91,15.20
3541.37,47.81,77.81,15.20
3541.87,52.84,79.00,15.04
3542.37,51.00,79.84,15.04
3542.87,49.09,79.91,15.04
3543.37,46.00,79.97,16.16
3543.87,46.66,80.26,16.16
3544.37,48.63,80.66,15.52
3544.87,46.00,82.14,15.52
3545.37,49.41,80.44,15.52
3545.87,49.25,78.37,16.21
3546.37,50.53,78.17,16.21
3546.87,47.44,78.93,16.21
3547.37,50.53,79.97,16.21
3547.87,50.13,80.43,
3548.37,51.38,80.43,16.40
3548.87,48.88,82.26,16.40
3549.37,48.09,84.53,16.40
3549.87,47.41,84.13,16.40
3550.37,44.66,81.99,
3550.87,49.97,79.85,15.28
3551.37,47.91,77.90,15.28
3551.87,52.31,79.39,15.28
3552.37,49.09,81.20,15.28
3552.87,51.41,82.87,
3553.37,48.72,81.35,16.00
3553.87,50.06,79.37,16.00
3554.37,53.66,79.86,16.00
3554.87,52.06,80.57,16.32
3555.37,50.91,79.71,16.32
3555.87,50.97,79.88,16.32
3556.37,49.03,78.06,16.32
3556.87,47.44,75.99,
3557.37,42.00,75.35,15.20
3557.87,46.94,76.64,15.20
3558.37,46.06,77.56,15.20
3558.87,44.69,76.21,16.32
3559.37,43.72,74.98,16.32
3559.87,42.06,75.70,16.32
3560.37,44.84,76.55,16.32
3560.87,44.53,77.40,
3561.37,47.63,78.25,
3561.87,48.91,78.99,
3562.37,49.69,79.20,14.72
3562.87,51.41,78.67,16.32
3563.37,48.38,77.54,16.32
3563.87,48.50,78.39,16.08
3564.37,48.06,79.94,16.08
3564.87,52.00,80.60,16.08
3565.37,50.09,80.21,16.08
3565.87,47.28,78.61,
3566.37,42.91,77.49,
3566.87,42.94,77.87,
3567.37,45.25,77.84,
3567.87,45.19,77.54,13.92
3568.37,47.75,77.08,13.92
3568.87,45.06,76.43,13.92
3569.37,46.84,76.76,13.92
3569.87,48.72,78.31,
3570.37,50.03,79.93,14.75
3570.87,50.06,79.92,14.75
3571.37,46.16,79.54,14.08
3571.87,48.06,78.97,14.08
3572.37,50.84,78.38,14.08
3572.87,49.88,78.07,14.56
3573.37,49.75,79.84,14.56
3573.87,49.50,79.02,14.72
3574.37,51.72,78.83,14.72
3574.87,52.19,82.25,14.72
3575.37,51.38,85.57,14.35
3575.87,49.63,86.86,14.35
3576.37,46.06,85.11,13.60
3576.87,43.63,81.35,14.24
3577.37,45.50,78.44,14.24
3577.87,45.69,77.79,17.63
3578.37,46.81,77.20,17.63
3578.87,49.03,76.75,15.57
3579.37,52.84,76.39,15.57
3579.87,51.03,76.58,15.57
3580.37,47.41,76.35,14.51
3580.87,42.53,75.67,14.51
3581.37,48.69,74.99,14.51
3581.87,51.81,74.41,14.03
3582.37,53.31,76.85,14.03
3582.87,48.94,79.13,16.08
3583.37,49.88,80.06,16.08
3583.87,56.03,80.34,16.16
3584.37,63.06,79.88,16.16
3584.87,58.94,78.24,16.16
3585.37,56.72,76.97,15.36
3585.87,47.50,76.97,15.36
3586.37,51.94,76.98,15.36
3586.87,49.59,77.06,16.56
3587.37,53.66,77.15,16.56
3587.87,54.63,77.23,16.96
3588.37,55.81,77.32,16.96
3588.87,57.19,77.42,16.96
3589.37,51.75,77.52,16.96
3589.87,52.34,76.94,16.96
3590.37,52.31,76.74,16.96
3590.87,52.38,76.45,16.96
3591.37,51.16,76.25,17.20
3591.87,48.28,76.08,17.20
3592.37,47.34,75.76,17.20
3592.87,50.94,75.43,16.05
3593.37,55.53,75.11,16.05
3593.87,59.19,74.62,16.05
3594.37,52.91,74.14,16.80
3594.87,50.78,73.80,16.80
3595.37,50.28,73.22,16.80
3595.87,50.13,72.88,15.64
3596.37,48.31,74.31,15.64
3596.87,49.63,75.89,15.64
3597.37,53.69,77.58,15.64
3597.87,56.69,79.42,
3598.37,55.81,81.09,
3598.87,53.25,82.79,
3599.37,48.66,83.19,15.76
3599.87,46.91,81.00,15.76
3600.37,47.81,79.37,15.80
3600.87,49.81,77.70,14.40
3601.37,51.50,75.82,14.40
3601.86,55.81,75.37,15.95
3602.36,57.09,77.51,15.95
3602.86,53.63,77.59,15.95
3603.36,51.78,76.58,15.95
3603.86,51.34,76.01,
3604.36,52.34,75.63,14.08
3604.86,49.47,75.69,14.08
3605.36,49.56,75.87,13.48
3605.86,50.41,75.96,13.48
3606.36,54.19,75.64,13.48
3606.86,55.00,76.33,14.47
3607.36,55.44,77.57,14.47
3607.86,53.78,77.00,14.24
3608.36,56.22,76.00,14.24
3608.86,60.25,75.51,14.24
3609.36,63.84,75.70,14.24
3609.86,58.00,75.86,
3610.36,54.63,75.93,14.88
3610.86,49.31,75.99,16.48
3611.36,52.38,75.93,16.48
3611.86,52.50,75.93,16.21
3612.36,56.38,75.92,16.21
3612.86,54.47,75.92,16.21
3613.36,55.03,75.90,16.21
3613.86,49.69,75.32,
3614.36,48.25,74.89,
3614.86,47.25,74.34,
3615.36,49.25,73.70,
3615.86,50.31,73.45,16.48
3616.36,47.28,75.87,16.48
3616.86,46.84,77.49,15.20
3617.36,45.66,78.85,15.20
3617.86,46.50,80.36,15.20
3618.36,47.34,81.80,15.92
3618.86,49.38,82.48,15.92
3619.36,49.81,82.33,16.00
3619.86,49.66,82.32,16.00
3620.36,47.88,82.31,16.00
3620.86,49.22,82.30,16.00
3621.36,49.09,82.04,
3621.86,49.72,81.92,15.09
3622.36,49.75,81.99,15.09
3622.86,49.09,81.06,15.09
3623.36,47.16,79.88,15.60
3623.86,49.31,75.50,15.60
3624.36,49.22,73.37,16.16
3624.86,49.16,72.74,16.16
3625.36,45.94,72.25,15.36
3625.86,46.84,71.14,16.72
3626.36,47.34,72.28,16.72
3626.86,49.31,74.27,15.52
3627.36,47.59,74.87,15.52
3627.86,50.78,73.96,15.52
3628.36,49.84,72.99,15.04
3628.86,54.50,72.02,15.04
3629.36,57.00,71.06,16.48
3629.86,56.56,70.09,16.16
3630.35,48.72,69.15,16.16
3630.85,47.84,68.82,15.15
3631.35,49.56,69.47,15.15
3631.85,56.75,70.39,16.96
3632.35,53.88,71.71,16.96
3632.85,51.41,72.71,16.96
3633.35,47.81,73.96,16.00
3633.85,45.91,75.21,16.00
3634.35,48.25,76.19,16.32
3634.85,50.34,76.67,17.01
3635.35,55.25,76.82,17.01
3635.85,53.63,76.82,15.73
3636.35,49.66,76.97,15.73
3636.85,48.31,76.97,16.16
3637.35,48.59,76.96,16.16
3637.85,50.38,76.80,16.16
3638.35,48.28,76.56,16.40
3638.85,49.00,75.97,16.40
3639.35,47.75,75.47,15.84
3639.85,46.59,74.54,15.20
3640.35,46.09,74.19,15.20
3640.85,50.47,73.53,16.11
3641.35,49.13,72.62,16.11
3641.85,49.22,72.24,17.36
3642.35,46.72,71.48,17.36
3642.85,48.19,71.41,17.36
3643.35,48.19,72.39,15.20
3643.85,47.19,73.66,15.20
3644.35,48.97,74.62,18.19
3644.85,50.31,75.57,19.64
3645.35,52.97,76.60,19.64
3645.85,55.06,77.83,17.33
3646.35,52.72,78.98,17.33
3646.85,50.88,80.39,17.33
3647.35,47.72,81.46,17.33
3647.85,51.28,81.76,
3648.35,49.69,80.27,
3648.85,47.50,78.53,
3649.35,46.84,76.93,
3649.85,50.81,75.31,15.20
3650.35,56.72,73.86,15.20
3650.85,58.19,74.26,15.36
3651.35,58.97,74.95,15.36
3651.85,54.44,75.16,15.36
3652.35,52.94,75.08,15.12
3652.85,46.28,74.40,15.12
3653.35,46.00,73.34,15.84
3653.85,42.41,72.15,15.84
3654.35,45.91,70.87,15.60
3654.85,51.25,70.14,15.20
3655.35,57.94,71.40,15.20
3655.85,53.94,72.05,15.20
3656.35,47.94,72.69,15.20
3656.85,43.69,73.33,15.20
3657.35,49.91,74.00,13.92
3657.85,52.19,74.74,13.92
3658.34,50.63,75.37,14.88
3658.84,48.41,76.22,15.88
3659.34,47.97,76.78,15.88
3659.84,54.66,77.33,15.31
3660.34,50.72,78.59,15.31
3660.84,51.13,80.10,15.36
3661.34,45.59,81.10,15.36
3661.84,49.44,82.47,15.36
3662.34,50.69,83.86,15.20
3662.84,50.72,84.63,15.20
3663.34,48.63,84.28,15.04
3663.84,44.25,83.28,15.28
3664.34,42.75,81.46,15.28
3664.84,44.09,79.12,15.28
3665.34,47.81,77.11,15.28
3665.84,47.31,75.73,
3666.34,47.78,74.21,15.28
3666.84,46.28,72.83,15.28
3667.34,47.59,71.37,15.36
3667.84,47.56,69.69,15.36
3668.34,47.09,69.08,15.20
3668.84,50.63,70.49,15.20
3669.34,53.66,71.80,15.20
3669.84,55.78,73.06,13.92
3670.34,54.09,74.21,13.92
3670.84,51.16,75.59,13.92
3671.34,50.41,76.23,15.20
3671.84,45.47,74.58,15.20
3672.34,48.91,73.72,15.36
3672.84,51.50,72.94,16.64
3673.34,56.00,72.43,16.64
3673.84,52.81,73.39,16.16
3674.34,51.94,74.42,16.16
3674.84,49.94,75.33,15.84
3675.34,45.63,75.74,15.84
3675.84,41.19,75.77,15.84
3676.34,43.91,76.49,15.36
3676.84,46.75,77.24,15.36
3677.34,48.63,77.95,15.71
3677.84,47.72,78.52,15.04
3678.34,50.69,79.47,15.04
3678.84,50.09,80.76,15.04
3679.34,52.78,81.18,15.04
3679.84,49.50,80.73,15.04
3680.34,53.59,80.21,15.04
3680.84,48.75,80.20,15.04
3681.34,48.50,78.68,15.47
3681.84,44.97,78.88,15.47
3682.34,44.59,80.76,14.88
3682.84,46.88,81.24,15.04
3683.34,46.00,81.54,15.04
3683.84,46.75,81.49,14.16
3684.34,45.16,81.49,14.16
3684.84,52.16,82.50,14.16
3685.34,54.47,84.06,15.52
3685.84,55.00,82.13,15.52
3686.34,51.09,82.31,16.00
3686.84,50.59,82.89,16.00
3687.34,46.53,81.13,16.00
3687.84,48.13,79.48,15.68
3688.34,46.84,78.02,15.68
3688.84,55.84,77.94,15.20
3689.34,53.75,77.62,15.20
3689.84,55.44,77.01,15.20
3690.34,50.09,76.65,16.32
3690.84,51.03,76.99,16.32
3691.34,46.97,78.63,15.84
3691.84,47.78,81.00,16.08
3692.34,47.47,81.64,16.08
3692.84,49.66,81.17,16.08
3693.34,49.41,80.82,16.08
3693.84,50.34,80.46,
3694.34,51.00,77.64,15.36
3694.84,50.66,76.94,15.36
3695.34,47.00,76.84,16.16
3695.84,45.25,76.62,16.16
3696.34,49.22,76.97,16.16
3696.84,50.13,79.29,16.16
3697.34,51.31,82.41,
3697.84,48.94,83.70,
3698.34,49.28,81.77,
3698.84,47.56,81.95,
3699.34,49.03,82.42,
3699.84,52.63,82.66,
3700.34,51.41,81.05,15.15
3700.84,51.38,78.36,15.15
3701.34,46.47,75.45,15.15
3701.84,49.53,74.24,15.20
3702.34,49.56,74.42,15.20
3702.84,51.94,75.37,15.20
3703.34,49.38,76.33,15.16
3703.84,46.84,77.33,15.16
3704.34,46.31,78.55,15.58
3704.84,50.50,80.15,15.58
3705.34,50.94,80.78,14.64
3705.84,50.06,82.15,14.72
3706.34,45.47,82.80,14.72
3706.84,44.44,81.32,13.12
3707.34,44.50,79.96,13.12
3707.84,48.47,78.45,13.12
3708.34,46.63,77.16,14.56
3708.84,46.75,75.84,14.56
3709.34,45.34,74.58,14.78
3709.84,48.41,72.96,15.36
3710.34,44.97,71.52,15.36
3710.84,45.16,70.37,15.36
3711.34,44.91,71.55,15.36
3711.84,50.06,72.90,15.36
3712.34,50.06,74.94,16.16
3712.84,49.09,78.17,16.16
3713.34,46.94,81.54,16.24
3713.84,46.19,84.51,16.24
3714.34,46.91,83.68,15.89
3714.84,45.88,82.57,16.64
3715.34,49.59,81.20,16.64
3715.84,49.81,79.49,16.64
3716.34,53.22,78.59,16.64
3716.84,51.75,78.18,
3717.34,48.19,78.16,17.12
3717.84,42.50,78.26,17.12
3718.34,39.47,78.83,15.84
3718.84,43.44,79.14,15.92
3719.34,50.97,79.43,15.92
3719.84,52.69,80.80,15.52
3720.34,50.38,82.22,15.52
3720.84,47.75,81.15,15.20
3721.34,51.38,80.09,15.20
3721.84,54.09,80.09,15.20
3722.34,53.13,80.01,16.32
3722.84,48.31,78.90,16.32
3723.34,47.38,78.37,14.88
3723.84,49.94,77.77,15.73
3724.34,49.41,77.19,15.73
3724.84,46.41,77.19,16.44
3725.34,39.44,77.54,16.44
3725.84,41.88,77.86,16.44
3726.34,43.34,78.40,16.70
3726.84,50.41,79.25,16.70
3727.34,47.94,80.14,16.70
3727.84,49.88,78.89,16.70
3728.34,48.53,76.67,
3728.84,49.53,74.80,
3729.34,50.50,75.16,
3729.84,49.69,77.03,16.48
3730.34,47.88,78.88,16.48
3730.84,48.66,80.69,16.48
3731.34,49.50,78.64,15.79
3731.84,51.00,78.88,15.79
3732.34,50.19,80.15,16.69
3732.84,48.81,79.14,16.16
3733.34,48.13,78.59,16.16
3733.84,46.50,77.73,16.16
3734.34,46.88,77.49,16.16
3734.84,50.38,77.68,16.16
3735.34,49.41,79.54,16.16
3735.84,48.53,81.03,
3736.34,44.25,81.34,15.52
3736.84,47.44,81.30,15.20
3737.34,47.13,80.52,15.20
3737.84,48.00,80.35,15.20
3738.34,46.13,80.35,15.20
3738.84,50.53,79.65,15.52
3739.34,50.47,78.76,15.52
3739.84,48.84,78.76,15.52
3740.34,48.38,78.72,15.52
3740.84,51.72,78.25,
3741.34,53.66,77.75,17.00
3741.84,48.78,78.54,15.68
3742.34,48.53,80.51,15.68
3742.84,48.38,80.27,16.00
3743.34,50.19,80.35,16.00
3743.84,47.09,80.35,16.00
3744.34,49.94,80.11,15.84
3744.84,52.13,78.54,15.84
3745.34,52.97,78.92,15.84
3745.84,47.81,80.45,15.84
3746.34,46.72,80.40,15.84
3746.84,48.50,80.16,15.84
3747.34,48.50,80.34,15.84
3747.84,47.50,80.55,15.20
3748.34,49.00,80.66,15.20
3748.84,51.53,80.66,15.20
3749.34,49.16,80.65,16.16
3749.84,45.91,80.65,16.16
3750.34,45.06,80.65,15.44
3750.84,46.47,80.65,15.44
3751.34,45.25,80.68,15.44
3751.84,48.91,82.13,16.32
3752.34,52.16,81.62,16.32
3752.84,56.16,80.40,16.32
3753.34,53.56,80.01,14.93
3753.84,53.84,77.82,14.93
3754.34,52.91,77.16,15.36
3754.84,54.03,77.12,15.36
3755.34,48.81,77.69,15.36
3755.84,47.47,78.79,15.36
3756.34,45.69,80.60,
3756.84,45.56,80.47,
3757.34,45.44,78.76,15.04
3757.84,45.50,76.84,15.04
3758.34,46.09,75.08,15.76
3758.84,43.63,77.24,15.76
3759.34,40.50,79.75,15.76
3759.84,41.22,78.34,16.91
3760.34,46.72,76.65,16.91
3760.84,48.59,76.11,14.93
3761.34,50.81,77.05,14.93
3761.84,46.97,76.40,14.93
3762.34,49.16,76.81,16.16
3762.84,45.28,77.78,16.16
3763.34,50.91,79.07,16.48
3763.84,47.41,80.41,16.08
3764.34,50.03,80.56,16.08
3764.84,45.34,80.49,15.76
3765.34,47.88,79.62,15.76
3765.84,46.13,77.52,15.76
3766.34,42.53,77.38,16.16
3766.84,41.63,78.45,16.16
3767.34,42.91,80.28,16.00
3767.84,48.22,80.53,15.84
3768.34,47.84,80.52,15.84
3768.84,49.22,80.50,15.84
3769.34,44.91,80.31,15.84
3769.84,48.56,80.57,16.32
3770.34,48.13,80.26,16.32
3770.84,50.72,80.18,16.32
3771.34,47.38,80.18,16.48
3771.84,49.06,80.39,16.48
3772.34,50.22,80.75,16.48
3772.84,53.03,80.81,16.16
3773.34,50.44,80.81,16.16
3773.84,51.41,81.37,15.52
3774.34,50.09,81.99,15.52
3774.84,51.06,81.57,15.52
3775.34,47.16,80.27,17.28
3775.84,45.84,80.22,17.28
3776.34,45.69,81.18,17.28
3776.84,45.66,82.69,16.48
3777.34,44.28,82.03,16.48
3777.84,43.34,81.80,14.64
3778.34,42.84,82.12,14.64
3778.84,41.09,83.73,14.64
3779.34,44.56,86.34,14.24
3779.84,47.72,85.86,14.24
3780.34,51.41,84.60,14.68
3780.84,47.75,84.30,14.68
3781.34,44.47,84.20,15.63
3781.84,43.84,82.12,14.45
3782.34,46.75,79.03,14.45
3782.84,46.13,79.31,15.04
3783.34,47.91,80.77,15.04
3783.84,45.88,82.31,15.04
3784.34,49.03,86.23,15.36
3784.84,48.50,89.64,15.36
3785.34,49.78,92.15,15.07
3785.84,50.28,88.99,14.56
3786.34,49.41,83.91,14.56
3786.84,46.66,80.55,14.96
3787.34,44.22,80.93,14.96
3787.84,43.34,81.67,14.96
3788.34,43.81,82.05,15.60
3788.84,48.16,82.60,15.60
3789.34,46.84,83.41,13.92
3789.84,44.59,82.89,16.32
3790.34,40.66,80.97,16.32
3790.84,40.28,79.95,15.07
3791.34,42.63,80.06,15.07
3791.84,44.50,80.66,15.08
3792.34,46.13,80.66,15.08
3792.84,45.94,81.42,15.08
3793.34,45.97,82.54,15.39
3793.84,48.16,81.12,15.39
3794.34,47.41,79.46,14.48
3794.84,44.66,77.78,15.52
3795.34,40.72,76.17,15.52
3795.84,40.72,74.87,15.24
3796.34,43.56,75.45,15.24
3796.84,52.63,76.74,15.24
3797.34,54.38,78.06,14.13
3797.84,53.41,79.22,14.13
3798.34,47.03,80.10,15.04
3798.84,43.50,80.26,15.84
3799.34,45.56,80.41,15.84
3799.84,44.34,81.46,15.40
3800.34,47.28,82.22,15.40
3800.84,44.66,82.69,15.40
3801.34,44.59,83.49,16.05
3801.84,43.97,84.15,16.05
3802.34,48.00,84.95,16.05
3802.84,51.06,84.24,20.48
3803.34,52.63,81.90,20.48
3803.84,47.75,82.49,15.97
3804.34,45.56,82.44,15.97
3804.84,43.44,82.14,15.97
3805.34,45.63,81.83,15.97
3805.84,46.03,81.66,
3806.34,48.22,81.17,23.03
3806.84,47.91,80.86,23.03
3807.34,45.81,80.81,23.03
3807.84,44.56,80.10,14.72
3808.34,44.84,79.36,14.72
3808.84,47.41,79.41,14.72
3809.34,48.16,79.42,14.72
3809.84,45.66,78.74,
3810.34,44.28,77.90,13.76
3810.84,45.22,78.20,13.76
3811.34,47.28,79.04,13.97
3811.84,48.78,79.94,13.52
3812.34,47.03,80.76,13.52
3812.84,44.56,80.80,14.80
3813.34,41.94,80.15,14.80
3813.84,41.84,79.94,14.80
3814.34,43.06,80.07,15.80
3814.84,46.50,79.82,15.80
3815.34,45.25,79.66,14.61
3815.84,47.00,80.22,14.25
3816.34,44.78,79.85,14.25
3816.84,46.47,79.34,14.11
3817.34,42.47,79.25,14.11
3817.84,45.22,79.17,14.11
3818.34,47.19,79.30,14.11
3818.84,49.09,79.74,14.11
3819.34,46.78,80.27,14.11
3819.84,44.88,80.78,14.61
3820.34,46.97,81.57,14.61
3820.84,45.19,82.35,14.61
3821.34,43.38,83.31,14.61
3821.84,41.13,84.26,14.86
3822.34,40.72,84.73,14.86
3822.84,42.09,83.32,14.86
3823.34,43.44,82.60,15.26
3823.84,45.34,81.29,15.26
3824.34,44.56,79.74,16.05
3824.84,46.22,79.27,15.81
3825.34,47.53,79.26,15.81
3825.84,51.31,79.23,14.80
3826.34,44.84,81.41,14.80
3826.84,41.25,84.13,14.80
3827.34,38.41,85.49,15.09
3827.84,40.94,84.99,15.09
3828.34,41.03,84.85,14.96
3828.84,40.88,84.64,14.83
3829.34,39.69,84.83,14.83
3829.84,40.00,84.85,14.80
3830.34,40.00,84.85,14.80
3830.84,44.34,84.78,14.80
3831.34,47.41,84.40,14.48
3831.84,43.88,83.73,14.48
3832.34,43.91,83.94,15.72
3832.84,41.59,85.00,14.56
3833.34,42.53,86.11,14.56
3833.84,39.38,86.88,14.82
3834.34,42.66,85.68,14.82
3834.84,47.94,86.52,14.82
3835.34,47.59,86.94,15.68
3835.84,46.94,85.43,15.68
3836.34,41.59,85.19,18.16
3836.84,42.38,85.12,18.16
3837.34,41.38,85.11,16.48
3837.84,43.53,85.11,17.60
3838.34,47.53,84.82,17.60
3838.84,44.56,84.22,17.60
3839.34,46.09,84.13,17.60
3839.84,44.91,86.68,
3840.34,46.06,90.00,
3840.84,47.72,91.27,
3841.34,41.44,90.60,16.16
3841.84,40.44,90.07,16.32
3842.34,40.41,89.51,16.32
3842.84,46.03,88.83,17.28
3843.34,50.47,87.59,17.28
3843.84,50.75,86.36,17.28
3844.34,47.19,85.69,16.48
3844.84,43.69,85.40,16.48
3845.34,40.34,86.68,16.64
3845.84,44.06,88.78,19.52
3846.34,44.06,90.22,19.52
3846.84,46.13,91.07,18.56
3847.34,45.53,89.99,18.56
3847.84,48.09,87.69,18.56
3848.34,45.59,86.88,18.56
3848.84,46.47,85.88,18.56
3849.34,45.59,85.11,18.03
3849.84,46.34,85.66,19.41
3850.34,46.44,84.88,19.41
3850.84,49.28,82.92,20.16
3851.34,52.03,81.88,20.16
3851.84,51.06,82.53,20.16
3852.34,47.84,84.55,18.88
3852.84,46.00,85.77,18.88
3853.34,44.69,86.24,18.88
3853.84,40.28,85.79,19.20
3854.34,37.66,84.83,19.20
3854.84,35.09,84.36,17.07
3855.34,39.47,86.13,17.07
3855.84,38.25,87.53,17.07
3856.34,44.06,87.69,18.88
3856.84,42.78,88.05,18.88
3857.34,45.72,88.91,16.96
3857.84,43.81,89.30,19.04
3858.34,44.72,89.49,19.04
3858.84,43.44,90.14,21.71
3859.34,43.47,90.39,21.71
3859.84,45.13,90.18,21.71
3860.34,49.44,89.51,13.84
3860.84,48.63,86.97,13.84
3861.34,45.22,86.36,14.32
3861.84,40.06,86.56,14.83
3862.34,37.41,87.08,14.83
