DEPTH,GR7-3,GR7-8,GRA-53
4704.31,53.94,85.02,37.60
4704.81,56.84,85.37,37.60
4705.31,53.78,85.98,35.84
4705.81,53.44,86.04,35.84
4706.31,52.63,85.98,37.12
4706.81,53.03,86.77,36.00
4707.31,52.66,87.49,36.00
4707.81,56.50,87.54,36.00
4708.31,56.56,87.15,36.72
4708.81,61.81,87.28,36.91
4709.31,57.50,87.04,36.91
4709.81,58.38,87.66,37.04
4710.31,56.03,88.82,37.04
4710.81,56.88,88.70,37.04
4711.31,55.09,89.42,38.56
4711.81,58.31,89.53,49.96
4712.31,58.69,89.31,49.96
4712.81,62.03,88.23,36.16
4713.31,58.63,89.59,36.16
4713.81,56.34,90.24,36.16
4714.31,59.47,89.44,39.84
4714.81,61.78,89.08,39.84
4715.31,61.56,89.09,37.60
4715.81,58.53,87.96,37.68
4716.31,57.75,87.78,37.68
4716.81,59.41,87.29,37.68
4717.31,61.53,85.52,37.76
4717.81,61.59,85.40,37.76
4718.31,64.06,86.57,40.00
4718.81,64.13,86.67,36.48
4719.31,65.00,87.72,36.48
4719.81,62.25,89.23,36.48
4720.31,59.94,88.81,35.81
4720.81,56.03,88.70,35.81
4721.31,58.97,87.95,40.88
4721.81,59.09,85.57,38.72
4722.31,59.81,83.32,38.72
4722.81,59.50,83.95,38.72
4723.31,61.19,85.60,37.44
4723.81,63.53,87.14,37.44
4724.31,65.38,87.38,38.88
4724.81,59.41,87.15,37.55
4725.31,56.31,87.59,37.55
4725.81,49.25,89.24,37.55
4726.31,52.47,89.34,37.71
4726.81,55.47,88.40,37.71
4727.31,59.28,88.19,38.80
4727.81,58.19,88.85,37.12
4728.31,58.22,88.42,37.12
4728.81,59.56,87.47,37.12
4729.31,63.97,86.44,37.44
4729.81,60.09,85.80,37.44
4730.31,59.25,86.48,37.92
4730.81,54.84,86.71,37.60
4731.31,61.72,86.74,37.60
4731.81,65.94,87.20,37.60
4732.31,67.88,88.52,38.40
4732.81,65.25,88.98,38.40
4733.31,60.09,88.69,36.88
4733.81,58.13,88.39,37.28
4734.31,53.91,88.25,37.28
4734.81,49.25,87.78,37.28
4735.31,52.06,87.54,36.96
4735.81,56.41,87.38,36.96
4736.31,57.69,87.00,37.52
4736.81,55.31,86.62,37.56
4737.31,53.63,86.31,37.56
4737.81,57.00,86.26,37.56
4738.31,53.53,88.04,37.49
4738.81,53.47,89.74,37.49
4739.31,56.97,90.89,39.89
4739.81,57.13,91.47,37.97
4740.31,54.63,92.73,37.97
4740.81,54.59,93.42,37.97
4741.31,58.41,91.86,41.76
4741.81,61.19,91.68,41.76
4742.31,49.97,92.35,37.92
4742.81,48.91,93.07,35.68
4743.31,48.16,91.29,35.68
4743.81,57.53,89.67,35.68
4744.31,59.34,89.79,35.68
4744.81,59.81,90.34,
4745.31,59.63,90.24,39.04
4745.81,59.41,91.33,38.45
4746.31,58.22,92.60,38.45
4746.81,56.63,92.61,38.45
4747.31,52.94,92.01,38.45
4747.81,53.16,91.72,38.45
4748.31,52.13,91.68,38.45
4748.81,52.19,90.08,37.67
4749.31,53.59,89.49,37.67
4749.81,56.56,91.53,37.67
4750.31,62.41,92.44,37.12
4750.81,63.03,92.49,37.12
4751.31,67.38,92.88,38.52
4751.81,68.50,93.82,35.84
4752.31,69.56,93.68,35.84
4752.81,61.69,92.64,35.84
4753.31,61.69,91.40,37.92
4753.81,58.19,91.48,37.92
4754.31,57.81,92.37,36.80
4754.81,55.88,93.96,38.65
4755.31,54.13,95.83,38.65
4755.81,52.91,96.44,38.65
4756.31,51.91,96.15,37.92
4756.81,51.97,96.17,37.92
4757.31,54.06,96.19,37.92
4757.81,55.31,96.20,37.92
4758.31,56.56,96.12,
4758.81,54.34,94.76,
4759.31,47.75,94.10,39.36
4759.81,44.78,94.72,39.36
4760.31,45.69,93.66,36.91
4760.81,50.13,91.65,36.91
4761.31,49.34,88.75,36.91
4761.81,46.78,87.21,36.91
4762.31,41.50,86.56,38.72
4762.81,44.00,85.55,38.72
4763.31,47.06,87.39,38.24
4763.81,47.91,91.07,36.52
4764.31,48.75,94.35,36.52
4764.81,48.19,97.22,36.52
4765.31,52.47,100.75,40.14
4765.81,51.28,98.80,40.14
4766.31,53.59,98.41,36.48
4766.81,55.19,98.83,36.96
4767.31,56.47,99.33,36.96
4767.81,54.75,98.90,36.96
4768.31,51.00,98.39,34.88
4768.81,51.38,97.88,34.88
4769.31,55.94,97.23,34.88
4769.81,59.44,96.33,37.24
4770.31,58.50,96.28,37.24
4770.81,52.69,96.96,37.24
4771.31,53.53,99.74,37.24
4771.81,53.75,102.00,
4772.31,54.66,103.68,38.08
4772.81,54.59,103.34,38.24
4773.31,56.16,101.18,38.24
4773.81,59.13,97.68,40.00
4774.31,53.81,96.88,40.00
4774.81,51.69,98.66,40.00
4775.31,51.06,101.75,41.65
4775.81,54.69,104.39,41.65
4776.31,55.97,106.81,41.65
4776.81,53.84,106.23,41.65
4777.31,56.75,104.89,
4777.81,55.13,105.61,
4778.31,59.19,106.65,35.84
4778.81,50.69,108.00,28.40
4779.31,54.53,106.52,28.40
4779.81,51.50,104.82,37.28
4780.31,57.94,102.95,37.28
4780.81,56.63,101.65,37.28
4781.31,58.78,100.99,36.08
4781.81,57.09,99.68,33.76
4782.31,60.66,98.56,33.76
4782.81,59.44,97.05,34.88
4783.31,60.22,96.70,34.88
4783.81,56.66,96.72,34.88
4784.31,53.47,96.73,35.68
4784.81,50.06,96.75,35.68
4785.31,46.94,96.76,40.00
4785.81,46.03,96.78,36.64
4786.31,50.72,96.80,36.64
4786.81,53.84,97.32,36.64
4787.31,55.56,100.27,40.48
4787.81,51.88,102.52,40.48
4788.31,50.31,104.16,39.52
4788.81,46.84,105.62,38.56
4789.31,45.41,106.85,38.56
4789.81,43.50,106.93,38.56
4790.31,45.25,104.32,38.56
4790.81,47.47,101.68,
4791.31,50.41,99.22,36.16
4791.81,53.94,99.55,37.04
4792.31,53.09,100.66,37.04
4792.81,53.75,100.62,37.04
4793.31,51.66,100.04,36.16
4793.81,52.63,99.15,36.16
4794.31,51.66,97.23,37.76
4794.81,49.34,94.51,37.92
4795.31,48.81,91.82,37.92
4795.81,46.56,91.05,37.92
4796.31,46.94,92.11,40.00
4796.81,48.13,93.53,40.00
4797.31,48.09,93.40,39.84
4797.81,48.16,93.28,38.88
4798.31,48.28,94.12,38.88
4798.81,51.09,94.67,37.12
4799.31,54.25,94.99,37.12
4799.81,51.63,95.17,37.12
4800.31,54.84,95.71,38.96
4800.81,57.72,94.67,38.24
4801.31,65.88,92.23,38.24
4801.81,71.06,93.08,40.00
4802.31,70.75,92.21,40.00
4802.81,65.50,92.23,40.00
4803.31,60.88,92.58,39.88
4803.81,59.19,93.05,38.56
4804.31,62.38,94.48,38.56
4804.81,58.84,97.41,38.56
4805.31,63.03,99.21,38.56
4805.81,61.28,102.80,
4806.31,66.38,106.15,40.00
4806.81,60.75,108.02,40.00
4807.31,55.97,108.09,40.00
4807.81,51.75,108.31,36.64
4808.31,50.06,108.61,36.64
4808.81,53.59,108.99,36.64
4809.31,53.75,109.70,33.28
4809.81,58.16,108.69,39.36
4810.31,60.88,106.64,39.36
4810.81,58.44,105.04,38.00
4811.31,56.56,103.76,38.00
4811.81,54.66,103.36,38.00
4812.31,54.31,102.92,39.25
4812.81,55.94,101.88,39.25
4813.31,51.22,101.63,38.61
4813.81,52.66,102.30,38.88
4814.31,52.00,102.53,38.88
4814.81,51.09,102.76,38.88
4815.31,51.56,102.99,38.88
4815.81,52.22,103.79,
4816.31,55.66,106.88,36.56
4816.81,52.44,107.50,36.32
4817.31,51.69,107.65,36.32
4817.81,56.25,105.35,36.32
4818.31,64.44,101.10,36.00
4818.81,63.94,100.23,36.00
4819.31,60.25,100.04,36.00
4819.81,54.94,99.86,39.84
4820.31,56.16,99.68,39.84
4820.81,57.78,99.50,39.84
4821.31,61.47,99.32,40.16
4821.81,60.41,98.19,40.16
4822.31,56.66,95.80,37.92
4822.81,50.13,97.02,37.92
4823.31,48.50,99.32,37.92
4823.81,54.38,100.78,37.92
4824.31,57.41,101.90,37.92
4824.81,59.72,102.39,
4825.31,58.94,101.25,
4825.81,61.94,99.20,36.32
4826.31,61.72,98.26,36.32
4826.81,56.47,98.70,36.32
4827.31,55.19,99.13,36.32
4827.81,55.00,99.57,
4828.31,56.78,100.00,39.84
4828.81,54.13,100.44,39.84
4829.31,53.34,100.80,39.84
4829.81,58.53,101.00,36.64
4830.31,63.88,100.36,36.64
4830.81,61.88,99.50,36.64
4831.31,55.88,98.66,36.64
4831.81,55.75,97.12,
4832.31,55.59,94.49,
4832.81,58.16,94.57,40.48
4833.31,53.41,95.10,40.48
4833.81,56.00,94.98,40.48
4834.31,53.44,94.30,40.64
4834.81,53.50,94.32,40.64
4835.31,54.19,95.61,40.16
4835.81,53.44,96.90,37.28
4836.31,54.75,98.19,37.28
4836.81,51.13,99.48,37.28
4837.31,48.88,100.56,36.64
4837.81,46.19,98.56,36.64
4838.31,46.97,96.16,39.20
4838.81,51.59,93.76,38.77
4839.31,48.59,92.73,38.77
4839.81,51.97,92.92,37.12
4840.31,51.53,93.03,37.12
4840.81,54.22,92.93,37.12
4841.31,53.56,92.86,37.12
4841.81,50.22,93.91,36.59
4842.31,51.50,93.80,36.59
4842.81,51.38,93.42,36.96
4843.31,53.19,91.53,36.96
4843.81,58.59,89.41,36.96
4844.31,58.16,87.10,36.16
4844.81,61.94,86.93,37.44
4845.31,58.53,86.34,37.44
4845.81,55.13,86.20,37.44
4846.31,56.63,86.99,37.44
4846.81,58.09,87.20,
4847.31,63.66,87.22,
4847.81,64.25,87.82,
4848.31,64.19,90.50,38.08
4848.81,67.69,94.72,36.64
4849.31,73.31,98.85,36.64
4849.81,74.75,101.18,36.64
4850.31,74.44,103.12,34.72
4850.81,71.06,104.43,34.72
4851.31,74.06,105.48,37.60
4851.81,74.50,106.22,37.23
4852.31,69.44,106.10,37.23
4852.81,64.19,105.94,39.36
4853.31,55.31,105.08,39.36
4853.81,57.72,104.12,39.36
4854.31,55.09,102.60,38.40
4854.81,58.09,100.70,38.88
4855.31,56.69,98.85,38.88
4855.81,61.53,97.98,38.88
4856.31,61.56,97.51,38.88
4856.81,62.75,97.82,
4857.31,57.13,98.25,37.68
4857.81,55.50,98.61,38.24
4858.31,51.75,97.05,38.24
4858.81,53.84,96.23,38.08
4859.31,56.28,96.25,38.08
4859.81,58.13,96.32,38.08
4860.31,57.53,96.68,38.00
4860.81,54.56,96.94,38.00
4861.31,53.66,97.59,37.68
4861.81,53.00,99.45,37.68
4862.31,54.41,98.82,37.68
4862.81,54.13,97.60,37.68
4863.31,52.84,98.85,36.16
4863.81,53.69,99.24,36.16
4864.31,51.44,99.59,35.80
4864.81,53.19,101.24,35.95
4865.31,51.78,102.98,35.95
4865.81,52.63,103.45,35.95
4866.31,53.84,102.44,36.00
4866.81,59.19,101.31,36.00
4867.31,58.78,101.31,35.68
4867.81,60.69,101.55,35.47
4868.31,58.38,101.18,35.47
4868.81,57.03,101.27,36.05
4869.31,54.69,101.68,36.05
4869.81,51.00,102.39,36.05
4870.31,48.72,103.30,38.24
4870.81,47.00,105.48,38.32
4871.31,49.22,106.81,38.32
4871.81,53.25,106.38,37.81
4872.31,55.72,107.92,37.81
4872.81,54.34,108.34,37.81
4873.31,55.28,107.38,38.08
4873.81,52.88,105.46,38.08
4874.31,52.69,102.96,39.48
4874.81,56.06,100.46,37.95
4875.31,56.88,98.22,37.95
4875.81,56.94,98.09,37.95
4876.31,51.66,99.20,38.56
4876.81,51.66,100.31,38.56
4877.31,50.72,101.43,38.08
4877.81,50.50,102.48,38.08
4878.31,50.22,103.46,38.08
4878.81,54.25,105.12,38.08
4879.31,58.03,106.58,40.64
4879.81,60.16,106.27,40.64
4880.31,59.56,107.93,41.02
4880.81,56.50,108.25,38.72
4881.31,57.56,108.37,38.72
4881.81,56.81,108.49,37.60
4882.31,59.22,108.48,37.60
4882.81,56.63,106.39,37.60
4883.31,60.16,106.72,37.44
4883.81,63.53,106.96,39.84
4884.31,66.31,106.97,39.84
4884.81,63.13,106.67,39.20
4885.31,60.88,105.76,39.20
4885.81,62.50,102.55,39.20
4886.31,60.78,102.21,37.60
4886.81,58.53,104.70,37.60
4887.31,54.69,106.37,37.60
4887.81,56.41,106.44,40.16
4888.31,57.38,106.46,40.16
4888.81,55.28,106.47,40.16
4889.31,53.22,106.47,37.84
4889.81,50.94,106.15,37.84
4890.31,51.00,105.54,37.71
4890.81,51.25,104.80,37.71
4891.31,53.94,105.15,37.71
4891.81,53.22,105.68,37.12
4892.31,52.13,106.59,37.12
4892.81,52.41,106.60,37.12
4893.31,53.88,106.29,40.32
4893.81,56.47,105.95,39.20
4894.31,55.41,105.66,39.20
4894.81,55.47,105.39,39.20
4895.31,54.97,107.15,39.20
4895.81,54.44,107.87,
4896.31,56.88,106.65,37.04
4896.81,60.72,106.22,37.04
4897.31,62.03,106.13,37.04
4897.81,59.88,105.67,39.08
4898.31,54.34,103.19,39.08
4898.81,55.19,102.33,39.08
4899.31,55.75,105.26,39.36
4899.81,60.16,108.21,39.36
4900.31,61.22,108.87,39.36
4900.81,63.59,108.70,39.76
4901.31,60.88,104.85,39.76
4901.81,56.72,104.29,38.24
4902.31,55.53,103.23,38.24
4902.81,58.06,105.65,38.24
4903.31,61.03,107.99,38.40
4903.81,60.56,107.52,40.16
4904.31,57.59,106.61,40.16
4904.81,52.25,105.95,38.61
4905.31,47.66,104.79,38.61
4905.81,43.91,103.63,38.61
4906.31,44.22,103.00,38.61
4906.81,47.63,101.72,
4907.31,50.47,98.58,37.76
4907.81,53.09,96.83,40.32
4908.31,55.22,97.37,40.32
4908.81,52.75,98.18,40.32
4909.31,51.38,98.57,38.56
4909.81,45.41,98.73,38.56
4910.31,46.75,98.43,38.72
4910.81,49.47,97.91,39.68
4911.31,54.56,97.15,39.68
4911.81,58.78,96.47,39.68
4912.31,56.00,96.31,37.60
4912.81,56.41,97.95,37.60
4913.31,55.38,99.65,37.60
4913.81,57.22,100.39,39.84
4914.31,55.88,100.69,39.84
4914.81,52.56,100.10,39.52
4915.31,49.59,98.96,39.52
4915.81,48.53,98.73,39.52
4916.31,51.09,99.37,37.92
4916.81,50.28,97.46,36.27
4917.31,49.09,98.20,36.27
4917.81,51.31,98.94,39.04
4918.31,51.22,99.35,39.04
4918.81,49.16,99.34,39.04
4919.31,42.16,98.89,38.19
4919.81,46.13,98.30,38.19
4920.31,45.44,97.73,38.19
4920.81,50.03,97.27,38.88
4921.31,52.59,96.83,38.88
4921.81,59.44,96.56,38.88
4922.31,56.19,96.28,39.52
4922.81,54.91,96.27,39.52
4923.31,50.97,96.09,39.84
4923.81,54.81,94.07,39.40
4924.31,57.94,93.89,39.40
4924.81,62.25,94.93,39.40
4925.31,61.84,96.34,39.40
4925.81,60.44,96.39,
4926.31,59.44,98.00,37.28
4926.81,55.53,100.33,36.64
4927.31,50.28,102.29,36.64
4927.81,51.81,104.26,35.52
4928.31,56.97,105.66,35.52
4928.81,63.44,106.51,35.52
4929.31,63.69,107.51,36.64
4929.81,62.63,106.66,36.64
4930.31,57.22,106.33,36.64
4930.81,57.44,106.90,34.40
4931.31,56.69,107.37,34.40
4931.81,60.25,107.19,34.40
4932.31,57.09,106.55,37.09
4932.81,59.06,105.45,37.09
4933.31,56.13,107.32,35.57
4933.81,54.00,111.11,37.39
4934.31,56.84,113.26,37.39
4934.81,59.03,113.92,36.85
4935.31,59.84,114.58,36.85
4935.81,59.56,115.22,36.85
4936.31,61.88,115.36,37.16
4936.81,65.00,112.41,36.08
4937.31,60.31,110.35,36.08
4937.81,57.25,109.07,36.08
4938.31,55.00,108.91,36.08
4938.81,57.06,109.74,
4939.31,60.03,110.04,
4939.81,62.88,110.07,
4940.31,63.25,110.77,
4940.81,59.00,110.00,34.35
4941.31,52.69,110.54,34.35
4941.81,50.75,109.32,34.35
4942.31,49.06,109.52,35.68
4942.81,54.63,110.13,35.68
4943.31,54.47,108.75,35.68
4943.81,54.31,107.12,34.96
4944.31,52.16,106.13,34.96
4944.81,55.50,105.56,38.13
4945.31,55.84,105.04,38.13
4945.81,57.25,105.06,38.13
4946.31,51.63,105.37,38.13
4946.81,54.38,105.98,
4947.31,53.22,105.55,
4947.81,55.56,105.40,38.92
4948.31,54.69,105.63,38.92
4948.81,54.53,106.11,38.92
4949.31,54.03,106.78,37.23
4949.81,54.06,105.84,37.23
4950.31,54.41,104.89,37.55
4950.81,54.91,104.42,38.00
4951.31,56.56,104.43,38.00
4951.81,56.16,104.41,38.00
4952.31,54.94,104.17,38.00
4952.81,53.91,104.97,
4953.31,54.25,105.96,39.20
4953.81,57.09,106.91,39.20
4954.31,55.09,107.25,41.28
4954.81,52.16,107.41,38.40
4955.31,49.16,107.32,38.40
4955.81,52.19,106.40,38.40
4956.31,50.44,105.51,36.32
4956.81,51.59,105.22,36.32
4957.31,47.69,104.98,36.32
4957.81,56.00,104.74,37.84
4958.31,55.38,103.75,37.84
4958.81,60.75,103.00,40.96
4959.31,56.28,102.63,40.96
4959.81,57.09,102.50,40.96
4960.31,54.34,102.46,40.16
4960.81,55.25,102.11,38.08
4961.31,53.84,99.68,38.08
4961.81,53.84,99.40,38.08
4962.31,56.44,99.90,38.08
4962.81,55.75,100.43,
4963.31,55.53,100.94,36.96
4963.81,53.03,101.48,36.96
4964.31,56.06,101.59,36.96
4964.81,53.34,101.40,37.76
4965.31,53.66,101.01,37.76
4965.81,54.78,100.85,37.76
4966.31,57.75,100.54,37.76
4966.81,55.03,100.10,
4967.31,51.09,99.65,38.29
4967.81,50.69,98.81,38.56
4968.31,51.72,99.04,38.56
4968.81,53.22,99.71,37.44
4969.31,54.59,102.40,37.44
4969.81,54.16,104.28,37.44
4970.31,54.03,104.64,39.52
4970.81,52.66,104.93,39.52
4971.31,50.94,103.61,37.36
4971.81,50.41,101.33,39.76
4972.31,55.09,99.89,39.76
4972.81,57.25,98.33,38.56
4973.31,53.91,98.11,38.56
4973.81,44.13,99.79,38.56
4974.31,40.69,99.70,38.88
4974.81,40.28,100.07,38.88
4975.31,39.75,100.43,38.88
4975.81,44.00,100.80,39.04
4976.31,46.94,101.16,39.04
4976.81,51.28,101.46,39.04
4977.31,51.22,99.47,35.84
4977.81,51.31,96.78,35.84
4978.31,51.31,96.11,37.12
4978.81,53.16,95.19,37.33
4979.31,57.38,95.09,37.33
4979.81,63.88,97.71,37.79
4980.31,62.47,99.56,37.79
4980.81,59.94,101.40,37.79
4981.31,57.31,103.42,36.08
4981.81,57.78,105.64,37.12
4982.31,62.47,107.83,37.12
4982.81,62.44,109.30,39.36
4983.31,64.50,110.59,39.36
4983.81,61.69,110.78,39.36
4984.31,60.50,110.05,37.48
4984.81,57.75,111.58,37.48
4985.31,54.66,111.48,37.44
4985.81,53.22,108.37,37.44
4986.31,52.97,105.48,37.44
4986.81,53.88,106.10,37.44
4987.31,50.41,106.68,36.64
4987.81,54.28,106.09,36.64
4988.31,55.41,105.50,36.85
4988.81,58.44,104.90,38.08
4989.31,52.84,104.31,38.08
4989.81,51.00,103.72,37.76
4990.31,51.53,102.71,37.76
4990.81,54.72,100.43,37.76
4991.31,53.28,99.31,35.63
4991.81,51.06,98.68,35.63
4992.31,47.53,97.60,37.76
4992.81,48.81,95.04,36.75
4993.31,50.03,92.47,36.75
4993.81,47.41,90.86,36.75
4994.31,47.06,90.83,36.75
4994.81,45.91,89.77,
4995.31,47.28,88.48,
4995.81,48.50,87.32,35.33
4996.31,46.72,89.52,35.33
4996.81,51.38,91.88,34.24
4997.31,51.75,92.13,34.24
4997.81,54.78,91.73,34.24
4998.31,52.91,93.04,35.04
4998.81,48.53,94.26,35.04
4999.31,50.78,94.69,35.84
4999.81,49.47,95.17,36.76
5000.31,55.69,97.06,36.76
5000.81,56.28,98.92,36.76
5001.31,58.13,100.69,39.12
5001.81,57.50,101.26,39.12
5002.31,62.03,100.63,38.53
5002.81,64.63,100.19,38.40
5003.31,62.53,100.48,38.40
5003.81,54.63,100.74,36.59
5004.31,52.56,100.42,36.59
5004.81,54.75,100.19,36.59
5005.31,53.34,100.38,36.80
5005.81,56.44,100.35,36.80
5006.31,59.13,99.94,35.16
5006.81,62.88,98.22,36.64
5007.31,61.44,96.09,36.64
5007.81,58.72,96.39,36.64
5008.31,57.91,98.65,33.60
5008.81,56.50,101.56,33.60
5009.31,55.13,104.13,34.88
5009.81,53.16,104.11,36.24
5010.31,52.00,103.32,36.24
5010.81,52.47,105.20,36.00
5011.31,52.66,105.27,36.00
5011.81,51.47,104.24,36.00
5012.31,51.94,104.17,35.88
5012.81,50.13,105.43,35.88
5013.31,51.84,106.54,36.48
5013.81,50.03,106.84,38.40
5014.31,56.97,107.14,38.40
5014.81,60.59,107.45,38.40
5015.31,64.56,107.75,36.16
5015.81,64.19,108.05,36.16
5016.31,65.31,108.36,35.12
5016.81,62.81,108.66,36.88
5017.31,61.44,108.96,36.88
5017.81,56.13,109.27,37.76
5018.31,58.25,109.57,37.76
5018.81,56.94,109.68,37.76
5019.31,54.75,107.78,36.80
5019.81,54.22,106.00,37.24
5020.31,52.94,106.52,37.24
5020.81,58.13,105.91,36.32
5021.31,58.69,105.92,36.32
5021.81,61.50,107.48,36.32
5022.31,59.88,109.32,36.38
5022.81,61.16,110.66,36.38
5023.31,61.88,110.88,36.72
5023.81,60.94,111.67,37.47
5024.31,60.41,113.36,37.47
5024.81,58.91,112.66,36.16
5025.31,62.78,111.72,36.16
5025.81,62.41,109.40,36.16
5026.31,61.63,106.73,36.16
5026.81,57.94,104.48,36.67
5027.31,52.44,101.93,36.67
5027.81,53.31,98.98,37.36
5028.31,56.22,98.12,37.36
5028.81,54.38,95.76,37.36
5029.31,47.84,95.55,36.96
5029.81,41.28,96.20,36.96
5030.31,44.28,96.54,35.28
5030.81,47.25,97.28,35.57
5031.31,50.78,98.99,35.57
5031.81,52.44,99.20,37.49
5032.31,55.28,99.31,37.49
5032.81,54.13,100.14,37.49
5033.31,50.47,100.88,36.00
5033.81,45.97,100.78,37.32
5034.30,45.81,100.69,37.32
5034.80,48.28,100.98,37.76
5035.30,52.25,100.12,37.76
5035.80,56.59,98.84,37.76
5036.30,63.09,100.42,37.76
5036.80,67.31,102.34,
5037.30,67.38,104.25,38.45
5037.80,64.50,106.17,36.80
5038.30,59.50,108.09,36.80
5038.80,55.03,109.49,36.48
5039.30,56.56,110.30,36.48
5039.80,58.91,111.68,36.48
5040.30,61.13,111.17,37.84
5040.80,57.22,110.92,37.84
5041.30,55.59,111.13,37.84
5041.80,55.03,111.50,38.16
5042.30,56.41,111.88,38.16
5042.80,56.88,111.85,38.16
5043.30,57.13,111.09,38.88
5043.80,55.44,110.21,38.88
5044.30,53.66,110.30,41.28
5044.80,54.38,112.18,39.44
5045.30,58.56,112.41,39.44
5045.80,57.72,110.98,34.08
5046.30,57.75,109.07,34.08
5046.80,55.22,107.53,34.08
5047.30,56.94,105.98,33.20
5047.80,52.66,104.43,35.36
5048.30,50.84,102.86,35.36
5048.80,46.91,101.35,36.00
5049.30,48.63,101.94,36.00
5049.80,50.63,104.30,36.00
5050.30,54.94,104.76,34.64
5050.80,57.06,104.90,34.64
5051.30,55.22,104.79,39.52
5051.80,53.41,104.67,39.52
5052.30,54.06,104.11,39.52
5052.80,51.50,102.88,37.28
5053.30,54.34,100.87,37.28
5053.80,48.03,100.83,37.28
5054.30,46.81,100.83,37.28
5054.80,41.50,99.56,37.28
5055.30,47.06,99.00,37.28
5055.80,46.59,99.94,37.28
5056.30,52.19,101.11,37.28
5056.80,48.75,101.06,
5057.30,52.47,102.36,37.28
5057.80,49.06,103.68,37.28
5058.30,47.81,103.84,38.08
5058.80,46.28,104.26,38.80
5059.30,47.22,105.03,38.80
5059.80,49.41,105.98,38.80
5060.30,50.56,105.90,39.04
5060.80,52.69,105.54,39.04
5061.30,55.63,104.75,38.24
5061.80,56.09,106.35,37.28
5062.30,60.38,107.39,37.28
5062.80,63.00,105.14,37.28
5063.30,62.91,103.85,38.56
5063.80,57.84,103.53,38.56
5064.30,54.56,104.58,38.04
5064.80,53.03,104.64,38.03
5065.30,53.03,103.13,38.03
5065.80,51.50,102.05,38.03
5066.30,51.75,103.92,35.63
5066.80,52.13,105.75,35.63
5067.30,52.97,105.77,35.52
5067.80,53.94,106.01,35.52
5068.30,56.06,106.54,35.52
5068.80,57.00,105.15,35.52
5069.30,52.75,102.66,38.72
5069.80,48.97,102.45,38.72
5070.30,49.41,100.39,37.60
5070.80,54.91,98.85,37.33
5071.30,57.81,99.44,37.33
5071.80,51.72,100.80,37.33
5072.30,47.38,103.15,36.80
5072.80,44.81,101.74,36.80
5073.30,49.44,101.92,37.08
5073.80,52.91,102.91,37.08
5074.30,52.84,104.10,37.08
5074.80,54.00,106.48,37.08
5075.30,53.25,108.12,34.88
5075.80,52.09,108.99,34.88
5076.30,50.19,108.50,35.04
5076.80,51.00,107.33,35.24
5077.30,55.75,106.58,35.24
5077.80,57.56,106.22,35.24
5078.30,58.88,105.92,37.12
5078.80,57.00,104.54,37.12
5079.30,57.00,102.31,36.27
5079.80,59.19,100.01,36.27
5080.30,58.97,100.37,36.27
5080.80,58.91,101.46,37.92
5081.30,63.56,103.14,37.92
5081.80,68.50,103.90,37.92
5082.30,66.50,104.67,35.84
5082.80,60.34,105.00,36.93
5083.30,56.09,104.51,36.93
5083.80,63.13,104.45,34.45
5084.30,64.56,104.63,34.45
5084.80,64.81,105.30,34.45
5085.30,65.13,105.96,40.16
5085.80,66.63,106.57,36.64
5086.30,69.81,107.03,36.64
5086.80,67.94,107.58,34.56
5087.30,69.56,109.01,34.56
5087.80,68.13,109.74,34.56
5088.30,70.31,109.33,37.28
5088.80,65.88,106.54,37.28
5089.30,65.44,103.75,37.28
5089.80,62.00,100.96,37.28
5090.30,66.38,98.74,
5090.80,73.31,98.12,
5091.30,74.75,97.43,36.44
5091.80,74.31,96.56,35.57
5092.30,69.31,95.78,35.57
5092.80,71.75,96.80,39.68
5093.30,74.31,97.80,39.68
5093.80,75.44,97.95,39.68
5094.30,71.06,98.06,36.48
5094.80,62.84,97.49,35.32
5095.30,57.25,96.78,35.32
5095.80,57.28,95.98,36.60
5096.30,58.25,95.28,36.60
5096.80,60.47,95.32,36.60
5097.30,58.41,95.79,35.52
5097.80,58.19,96.30,36.24
5098.30,56.03,96.48,36.24
5098.80,53.78,96.02,37.60
5099.30,54.50,95.90,37.60
5099.80,58.19,96.73,37.60
5100.30,54.75,98.58,37.60
5100.80,51.63,99.87,38.72
5101.30,44.09,100.10,38.72
5101.80,52.47,99.86,37.44
5102.30,50.72,100.02,37.44
5102.80,51.06,101.41,37.44
5103.30,49.09,100.84,38.48
5103.80,51.69,99.97,36.32
5104.30,52.56,99.11,36.32
5104.80,50.09,98.30,44.24
5105.30,50.03,98.71,44.24
5105.80,49.59,99.30,44.24
5106.30,50.88,99.92,37.04
5106.80,55.03,100.77,37.04
5107.30,56.84,101.61,37.04
5107.80,58.59,102.05,45.92
5108.30,53.19,102.36,45.92
5108.80,55.31,102.24,45.92
5109.30,52.59,102.94,45.92
5109.80,54.84,102.11,
5110.30,54.28,101.44,
5110.80,58.19,101.76,37.76
5111.30,61.53,101.14,37.76
5111.80,60.03,102.03,37.76
5112.30,58.94,100.50,35.68
5112.80,57.31,99.27,35.68
5113.30,62.78,99.79,35.68
5113.80,62.16,100.61,34.40
5114.30,59.06,101.35,34.40
5114.80,54.28,100.59,34.40
5115.30,52.97,99.80,36.48
5115.80,52.06,99.00,37.60
5116.30,51.97,97.94,37.60
5116.80,50.16,96.93,35.36
5117.30,52.94,97.83,35.36
5117.80,49.69,99.11,35.36
